ID,RATE
656,B
174,B
129,B
674,D
197,B
1213,D
715,D
1083,C
623,B
1225,C
1100,C
1262,C
1249,D
227,D
324,C
424,D
939,C
692,C
38,B
847,B
455,C
1229,C
1175,A
85,D
1106,B
294,D
1269,B
1055,B
767,B
125,B
1156,D
796,B
739,C
121,B
1210,B
788,B
899,B
501,B
1223,C
192,B
1276,C
1043,D
502,B
1221,C
763,B
941,C
634,D
229,B
1056,B
1015,B
631,D
525,B
873,D
838,B
719,B
569,C
1125,B
459,C
5,C
951,C
471,D
31,B
183,B
1121,C
178,B
1109,C
131,B
1107,C
96,C
924,B
1095,D
876,B
693,C
710,D
1171,D
574,D
338,C
686,B
224,D
1059,D
911,D
23,C
257,D
641,B
61,B
319,B
306,C
614,B
900,B
935,A
658,B
969,D
56,A
919,B
1054,D
376,C
550,B
39,B
1001,B
72,B
1078,D
888,A
737,D
859,C
1014,D
921,B
584,B
908,C
1199,C
1127,B
4,C
1272,C
393,D
680,D
1020,D
592,D
682,D
720,D
235,D
395,D
1143,B
581,B
115,D
513,B
1179,B
1040,B
1200,B
660,D
545,D
1137,B
305,B
727,C
709,B
903,A
914,B
597,B
576,B
251,B
1176,B
94,D
1129,C
59,B
554,B
392,B
854,B
195,B
1273,D
1110,C
165,D
36,C
684,B
824,C
866,D
391,D
923,A
1139,B
945,A
1058,C
639,B
1197,B
1013,C
861,D
1287,B
386,C
1165,B
1183,A
570,B
640,D
1010,D
867,C
375,B
222,C
79,B
1017,B
230,B
1115,C
1057,B
721,C
1084,D
734,B
940,B
850,B
1282,B
958,B
981,D
469,B
858,B
1007,A
889,C
481,D
700,A
659,B
389,D
1228,B
1222,B
342,D
992,C
996,C
337,D
704,B
1240,B
236,B
713,B
467,B
21,B
431,C
322,D
781,B
202,C
408,B
954,B
1239,B
87,D
80,B
795,C
1288,B
210,C
1025,B
146,B
203,B
591,B
661,D
256,B
538,D
589,D
30,C
808,C
246,B
166,B
1089,B
802,B
1216,B
315,D
147,D
470,C
607,D
460,B
219,C
196,B
1153,C
296,B
1220,D
504,B
51,C
872,D
770,B
427,D
743,B
678,D
974,B
568,B
516,B
494,C
430,B
49,B
526,C
534,D
1080,B
738,B
499,D
1259,B
255,A
1087,B
1002,C
45,B
339,B
792,D
2,A
356,C
1191,B
531,B
267,B
415,C
193,B
764,D
208,C
100,D
511,C
768,C
444,C
886,D
706,D
128,B
800,C
248,B
155,D
916,B
766,C
1076,C
988,C
976,B
67,D
822,B
718,B
310,D
558,B
1011,B
114,B
670,C
635,B
117,B
503,B
1193,B
771,C
468,D
1252,B
653,D
1164,D
691,D
1075,B
722,C
64,B
717,B
780,D
1136,B
487,A
1042,B
1278,B
757,D
1050,B
142,A
1186,D
187,B
171,B
24,D
1105,D
616,D
532,B
1215,D
759,B
778,B
912,D
703,C
979,B
1204,A
947,B
928,A
1101,B
225,B
1131,D
562,B
1122,D
638,C
1251,B
755,B
440,C
211,B
846,D
683,C
1292,C
334,B
93,C
564,B
1238,B
906,D
842,B
761,B
799,B
176,B
509,D
1174,C
105,B
359,B
458,B
752,B
1114,C
930,C
907,B
11,B
975,B
580,B
962,B
1090,C
1045,D
1267,B
143,D
632,C
990,C
480,B
212,A
220,C
1279,C
853,A
244,C
512,C
200,D
1039,D
232,B
1004,B
