ID,X1,X2,X3,X5,X6,X7,X8,X9,X10,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X27,X28,X29,X30,X32,X33,X34,X35,X36,X37,X38,X39,RATE
102,-0.283104551984725,-0.29501864377146747,-0.29853329221580194,-0.21673103066113245,-0.24602162919223716,-0.28149310916891795,-0.20733074053212228,1.3983534544585223,-0.24610269598045006,-0.1728123280132086,-0.43478260869565216,-0.45499999999999996,0.45588868168125085,-0.41144901610017887,-0.7427772600186393,-0.4376199616122841,-0.4978165938864629,-1.1178288100208769,-0.9420583468395463,0.4837178857797414,-0.4971764705882355,0.0,0,-1.7631882054826076,-0.12078537576167911,-0.45173841472539533,0,-0.12841796875,-0.1896599391761128,-0.37224922669023425,-0.12359890942138747,-0.3983768525052928,-0.15623856567874128,2.8640038040893963,-1.4934106483921983,B
343,0.5444137495751336,0.4852986685521925,0.3306128386800021,0.8497081437858668,0.8545881507601385,0.47976062004306047,0.06295469278974285,0.9806508486732008,1.7659506239584533,2.742616033755274,0.08695652173913043,1.2149999999999999,0.1179170850667049,0.07513416815742396,0.25256290773532153,0.11900191938579652,-0.5601996257018091,-0.35290187891440494,0.07212317666126408,0.24971363115692993,-0.017647058823529585,1.0,1,0.5035706058511864,0.38456330399458355,-0.06045792387888461,0,1.1723632812499998,1.0898534697262925,0.5778759758432758,0.5475108552963748,0.17254763585038815,0.5382363702890597,0.44755111745125997,0.28624143384290984,B
407,-0.10907559680313826,-0.13092300455929942,-0.014558548248526712,-0.16584565447928865,0.18723380809927573,-0.0001977402933480399,-0.2529417317663186,-0.3103185512789864,-0.10080248411499407,0.015776921665749403,0.43478260869565216,-0.023888888888888873,0.07717687562759998,0.13237924865831843,-0.013979496738117419,0.1420345489443378,-0.23331253898939483,0.4287265135699374,-0.16795298743922216,-0.3086237931598758,-0.4472941176470591,-1.0,0,-0.32388850495277594,1.0312796208530806,1.2899020634841456,0,0.31298828125,0.4124965440973182,0.023685373398144034,0.6062809249722306,-0.2600564573041637,0.5660446395901938,-0.24602948169281968,-0.5814443858724303,B
950,-0.14232830640066305,-0.25674441293453504,-0.252772972622877,-0.16033444284945464,-0.10053121014456842,-0.08985127693859299,-0.2596580204665163,-0.009278627779105958,0.034459358180399885,0.4472573839662447,0.5217391304347826,0.4516666666666667,-0.5878640080332806,-0.10017889087656531,-0.14352283317800557,-0.0959692898272553,-0.48783530879600745,-1.079081419624217,0.24230145867098868,-0.034364261168385014,0.24729411764705886,2.0,0,-0.6528449665975583,0.023290453622207163,-0.43491129179760896,0,0.38037109374999994,0.35056676803981196,-0.15059655324790103,-0.08441886297081695,0.35462244177840496,0.24405415294548116,1.8293865905848785,-0.2698998418555615,D
848,-0.24891080922435738,-0.24678827978206616,-0.14689468827226024,-0.3141056670338463,-0.18522229061309226,-0.1944420140302988,-0.33922089798372645,-0.2521067415730337,-0.1505913811177076,0.094294624839479,-0.6086956521739131,0.019444444444444525,-0.12623726868455024,0.3542039355992844,0.03261882572227403,0.4222648752399233,1.1216469120399255,0.7914822546972858,-0.16795298743922216,-0.16756668303060065,-0.9880000000000003,1.0,0,-0.3865468785994011,0.14570074475287734,0.16142066144560285,0,0.6372070312499999,0.7542162012717721,0.08130799823243481,0.565182267999596,0.4223712067748764,1.1229418221734355,-0.5519733713742273,-0.31997891407485507,C
101,0.8973086745377874,0.2438067573047258,0.5046669158628612,1.727067916256097,0.4721419498874594,1.169113496723707,1.811247770296842,0.5754392780301218,1.1047935019100938,0.731241973949734,0.17391304347826086,0.31055555555555564,-0.019222493186056566,-0.08228980322003579,-0.028890959925442657,-0.08061420345489444,-0.4578914535246413,-0.46112734864300625,-0.24675850891410048,-0.16233022418589427,0.6745882352941179,2.0,0,-0.6040082930200416,-0.3163168584969534,-0.39593621655775596,0,0.07470703125000001,0.07575338678462815,0.17911327146855202,0.06967585580127232,-0.20501058574453077,-0.03768752286864253,0.023109843081312396,0.1497100685292567,C
372,-0.29786583024186114,-0.20624865628848582,-0.24865528662217082,-0.33732879934402205,-0.20258230594887547,-0.3260113372899976,-0.25145459190224606,-0.3594758546497729,-0.09574005247579169,-0.05026600623738763,-0.6086956521739131,0.7972222222222222,0.5009324343709654,0.24686940966010737,0.67381174277726,0.38003838771593085,3.62694946974423,0.02622129436325667,-0.7175850891410049,1.0391098019963998,-0.057647058823529496,1.0,1,1.0711817553559086,0.5735951252538931,-0.41196521507790024,0,0.66552734375,0.3168371578656345,0.12231551038444538,0.15106533373725134,2.293225123500353,1.1478229052323452,0.3507370423204945,0.6125461254612546,C
287,-0.17988676749352125,-0.2842255052022361,-0.1770529306430497,-0.23770235543525567,-0.31816077534381626,0.02532268731006988,-0.22207149993087752,1.3947973942146783,-0.4029546231156789,-0.46046596954687213,-0.13043478260869565,-1.0305555555555554,-1.0649835030842059,1.3094812164579608,0.4221808014911463,0.9366602687140115,0.02121023081721782,-0.3004592901878916,1.4274716369529983,-1.1235477008672883,-0.7287058823529415,1.0,0,-1.871918912692928,-0.9424509140148952,1.7228180442626495,0,-1.3627929687499998,-3.1257948576168095,-0.7209309176609222,-0.9927294759163889,0.4604798870853915,-1.615440907427735,0.5299096528768424,-0.20611491829204015,D
540,1.2537546951464897,0.9186059834402323,1.0683830866850847,0.8189700478442672,1.53585423963987,0.10587837200479433,-0.25466688559178907,-0.45838811857518524,1.8345803415001078,0.6439185470555862,0.43478260869565216,0.6605555555555557,1.3074164395352172,-1.3738819320214668,-3.7120223671947805,-1.6084452975047983,-0.08359326263256384,-0.09235908141962423,-0.8970826580226905,1.1271477663230238,-0.16823529411764726,2.0,1,0.39668279198341394,0.2383209207853757,-0.24854924261319236,0,0.6948242187499999,0.3184959911528891,1.7809986743261157,2.49762698172271,0.2381792519407198,1.0387852177094767,0.4951022349025201,0.06905640484976272,A
75,-0.2183333649162812,-0.209942379515729,-0.2291797821772655,-0.3535558733108672,-0.5309956261720268,-0.10874230908807135,-0.19056596767215636,-0.685707028448482,-0.8511674713834045,-0.5110988809392772,-0.2608695652173913,-3.395,-1.6066561468942762,2.146690518783542,0.09972041006523767,0.6103646833013435,0.2882096069868997,-0.5613361169102297,0.9882495948136143,-0.5894288987072492,-0.4214117647058826,-1.0,0,-1.7530522920985947,-2.319837508463101,-0.0502153273141451,0,-4.22607421875,-4.1548244401437655,-0.9528354691412579,-0.9936382914268403,-3.3483385906845444,-14.09915843395536,0.7151688064669517,-1.590933052187665,C
