ID,RATE
656,B
174,B
129,D
674,D
197,B
1213,C
715,D
1083,C
623,B
1225,D
1100,C
1262,D
1249,D
227,D
324,C
424,B
939,D
692,C
38,B
847,A
455,D
1229,D
1175,B
85,D
1106,B
294,C
1269,B
1055,B
767,B
125,D
1156,D
796,C
739,C
121,B
1210,B
788,B
899,C
501,B
1223,C
192,B
1276,B
1043,C
502,D
1221,C
763,C
941,C
634,D
229,C
1056,B
1015,C
631,B
525,B
873,D
838,C
719,B
569,B
1125,B
459,C
5,B
951,D
471,C
31,B
183,B
1121,C
178,B
1109,D
131,B
1107,C
96,C
924,B
1095,D
876,B
693,D
710,D
1171,D
574,C
338,C
686,B
224,D
1059,C
911,D
23,C
257,C
641,B
61,B
319,B
306,B
614,B
900,B
935,A
658,B
969,D
56,A
919,A
1054,D
376,B
550,D
39,B
1001,D
72,B
1078,D
888,A
737,D
859,B
1014,D
921,A
584,A
908,D
1199,B
1127,B
4,C
1272,B
393,D
680,D
1020,C
592,D
682,D
720,D
235,C
395,D
1143,B
581,B
115,C
513,B
1179,B
1040,B
1200,A
660,D
545,D
1137,A
305,B
727,B
709,B
903,A
914,B
597,B
576,C
251,A
1176,B
94,D
1129,D
59,C
554,D
392,B
854,B
195,C
1273,D
1110,B
165,D
36,B
684,C
824,C
866,D
391,D
923,A
1139,B
945,C
1058,B
639,B
1197,B
1013,D
861,D
1287,B
386,C
1165,B
1183,A
570,B
640,D
1010,C
867,D
375,A
222,D
79,C
1017,B
230,C
1115,C
1057,B
721,C
1084,D
734,B
940,B
850,C
1282,B
958,B
981,D
469,C
858,B
1007,A
889,C
481,D
700,A
659,B
389,C
1228,C
1222,B
342,D
992,B
996,C
337,C
704,C
1240,C
236,B
713,B
467,B
21,B
431,B
322,C
781,B
202,D
408,B
954,B
1239,B
87,D
80,B
795,A
1288,B
210,D
1025,B
146,B
203,B
591,B
661,D
256,B
538,D
589,B
30,C
808,B
246,B
166,B
1089,C
802,B
1216,B
315,D
147,C
470,D
607,D
460,A
219,B
196,B
1153,B
296,B
1220,C
504,B
51,C
872,C
770,B
427,D
743,B
678,D
974,B
568,B
516,B
494,C
430,C
49,B
526,D
534,C
1080,B
738,B
499,C
1259,C
255,A
1087,D
1002,C
45,D
339,B
792,D
2,B
356,C
1191,B
531,C
267,B
415,C
193,B
764,D
208,C
100,C
511,D
768,C
444,B
886,C
706,D
128,B
800,B
248,B
155,D
916,B
766,D
1076,C
988,C
976,A
67,D
822,C
718,C
310,D
558,A
1011,B
114,B
670,B
635,C
117,B
503,B
1193,B
771,C
468,C
1252,B
653,B
1164,D
691,C
1075,B
722,C
64,C
717,C
780,D
1136,B
487,A
1042,D
1278,B
757,D
1050,B
142,A
1186,D
187,B
171,C
24,D
1105,C
616,D
532,A
1215,D
759,B
778,B
912,D
703,C
979,D
1204,A
947,A
928,A
1101,B
225,A
1131,D
562,B
1122,D
638,D
1251,B
755,B
440,D
211,B
846,D
683,C
1292,D
334,C
93,B
564,C
1238,D
906,B
842,B
761,B
799,A
176,B
509,C
1174,B
105,C
359,A
458,B
752,C
1114,D
930,B
907,B
11,B
975,B
580,B
962,C
1090,B
1045,D
1267,B
143,D
632,C
990,C
480,B
212,B
220,B
1279,A
853,A
244,D
512,B
200,D
1039,D
232,A
1004,B
