ID,RATE
656,A
174,D
129,D
674,D
197,B
1213,D
715,D
1083,D
623,B
1225,D
1100,D
1262,D
1249,D
227,D
324,D
424,C
939,D
692,D
38,B
847,A
455,D
1229,D
1175,A
85,D
1106,C
294,D
1269,C
1055,B
767,C
125,D
1156,D
796,C
739,D
121,A
1210,B
788,C
899,C
501,B
1223,D
192,A
1276,D
1043,D
502,D
1221,A
763,A
941,D
634,D
229,C
1056,C
1015,D
631,D
525,B
873,D
838,C
719,D
569,C
1125,C
459,D
5,D
951,D
471,D
31,C
183,C
1121,D
178,D
1109,D
131,D
1107,D
96,C
924,B
1095,D
876,C
693,D
710,D
1171,D
574,D
338,D
686,B
224,D
1059,D
911,D
23,D
257,D
641,B
61,C
319,C
306,D
614,C
900,A
935,A
658,C
969,D
56,D
919,B
1054,D
376,D
550,D
39,C
1001,C
72,D
1078,D
888,A
737,D
859,D
1014,D
921,A
584,A
908,D
1199,D
1127,B
4,D
1272,D
393,D
680,D
1020,D
592,D
682,D
720,D
235,D
395,D
1143,A
581,B
115,C
513,B
1179,C
1040,B
1200,A
660,D
545,D
1137,A
305,C
727,D
709,B
903,A
914,B
597,B
576,B
251,A
1176,B
94,D
1129,D
59,A
554,D
392,C
854,B
195,B
1273,D
1110,B
165,D
36,D
684,D
824,D
866,D
391,D
923,A
1139,C
945,A
1058,D
639,C
1197,D
1013,D
861,D
1287,B
386,D
1165,D
1183,A
570,B
640,D
1010,C
867,D
375,B
222,D
79,B
1017,C
230,D
1115,D
1057,C
721,D
1084,D
734,C
940,C
850,C
1282,C
958,D
981,D
469,D
858,C
1007,A
889,C
481,D
700,A
659,B
389,D
1228,C
1222,B
342,D
992,D
996,D
337,D
704,C
1240,A
236,B
713,B
467,C
21,C
431,D
322,D
781,C
202,D
408,C
954,C
1239,B
87,D
80,C
795,A
1288,D
210,D
1025,A
146,C
203,A
591,C
661,D
256,C
538,D
589,D
30,D
808,D
246,C
166,C
1089,C
802,D
1216,C
315,D
147,D
470,D
607,D
460,A
219,C
196,C
1153,D
296,D
1220,D
504,C
51,D
872,C
770,B
427,D
743,A
678,D
974,B
568,C
516,C
494,D
430,D
49,C
526,D
534,D
1080,B
738,C
499,D
1259,C
255,A
1087,D
1002,C
45,D
339,C
792,D
2,A
356,C
1191,C
531,D
267,C
415,D
193,B
764,D
208,D
100,D
511,D
768,D
444,A
886,D
706,D
128,C
800,C
248,B
155,D
916,C
766,D
1076,D
988,D
976,A
67,D
822,D
718,D
310,D
558,B
1011,B
114,C
670,D
635,A
117,C
503,B
1193,C
771,D
468,D
1252,C
653,C
1164,D
691,D
1075,B
722,D
64,C
717,C
780,D
1136,A
487,A
1042,D
1278,C
757,D
1050,C
142,A
1186,D
187,A
171,C
24,D
1105,D
616,D
532,A
1215,D
759,D
778,D
912,D
703,D
979,D
1204,A
947,A
928,A
1101,B
225,B
1131,D
562,C
1122,D
638,D
1251,C
755,A
440,D
211,D
846,D
683,C
1292,D
334,D
93,A
564,D
1238,C
906,B
842,B
761,C
799,A
176,C
509,D
1174,C
105,A
359,B
458,C
752,C
1114,D
930,A
907,C
11,D
975,C
580,C
962,B
1090,D
1045,D
1267,A
143,C
632,D
990,D
480,B
212,A
220,D
1279,B
853,A
244,A
512,C
200,D
1039,D
232,A
1004,D
